adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/3V4kLQg0kSqPLctI5ziYWabAZYF.jpg,"[28, 878, 12, 53]",912649,en,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",9823.665,/aosm8NMQ3UyoBVpSxyimorCQykC.jpg,2024-10-22,Venom: The Last Dance,False,6.8,1433
False,/tElnmtQ6yz1PjN1kePNl8yMSb59.jpg,"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",3726.979,/4YZpsylmjHbqeWzjKpUEF8gcLNW.jpg,2024-11-21,Moana 2,False,6.9,482
False,/au3o84ub27qTZiMiEc9UYzN74V3.jpg,"[28, 878, 53]",1035048,en,Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,2146.632,/uQhYBxOVFU6s9agD49FnGHwJqG5.jpg,2024-11-07,Elevation,False,6.5,151
False,/rOmUuQEZfPXglwFs5ELLLUDKodL.jpg,"[28, 35, 14]",845781,en,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",1724.397,/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,2024-10-31,Red One,False,7.001,459
False,/nOoGIymGBNtA7AEN0B6nshSEQ1p.jpg,"[28, 80, 53]",974453,en,Absolution,"An aging ex-boxer gangster working as muscle for a Boston crime boss receives an upsetting diagnosis.  Despite a faltering memory, he attempts to rectify the sins of his past and reconnect with his estranged children. He is determined to leave a positive legacy for his grandson, but the criminal underworld isn’t done with him and won’t loosen their grip willingly.",1475.937,/cNtAslrDhk1i3IOZ16vF7df6lMy.jpg,2024-10-31,Absolution,False,6.1,131
False,/evFChfYeD2LqobEJf8iQsrYcGTw.jpg,"[28, 80, 53]",1182387,en,Armor,"Armored truck security guard James Brody is working with his son Casey transporting millions of dollars between banks when a team of thieves led by Rook orchestrate a takeover of their truck to seize the riches. Following a violent car chase, Rook soon has the armored truck surrounded and James and Casey find themselves cornered onto a decrepit bridge.",1314.269,/pnXLFioDeftqjlCVlRmXvIdMsdP.jpg,2024-10-30,Armor,False,5.5,66
False,/rWs3Q9bT7zCH6t004z67UGuWUwu.jpg,"[16, 35, 10751, 14, 12]",645757,en,That Christmas,It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans — including Santa's.,1274.145,/bX6dx2U4hOk1esI7mYwtD3cEKdC.jpg,2024-11-27,That Christmas,False,7.6,110
False,/cBTwQKMd7Vn6rGTGBtoFLIfj7uM.jpg,"[16, 12, 28, 14]",1147416,fr,"Miraculous World : Londres, la course contre le temps","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself!",1235.591,/6AtoMpHvs9pxd30KsyK8QmJ9W9M.jpg,2024-11-14,"Miraculous World, London: At the Edge of Time",False,8.5,44
False,/m2hs6YPVrzjvRC21SE9BeXtgqFW.jpg,"[16, 9648, 878, 28]",1299652,en,Watchmen: Chapter II,"Suspicious of the events ensnaring their former colleagues, Nite Owl and Silk Spectre are spurred out of retirement to investigate. As they grapple with personal ethics, inner demons and a society turned against them, they race the clock to uncover a deepening plot that might trigger global nuclear war.",1199.364,/4rBObJFpiWJOG7aIlRrOUniAkBs.jpg,2024-11-25,Watchmen: Chapter II,False,7.6,46
False,/1ulX4rDlS97lbDi929PUrEi507V.jpg,"[28, 12, 53]",539972,en,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",1119.248,/i47IUSsN126K11JUzqQIOi1Mg1M.jpg,2024-12-11,Kraven the Hunter,False,5.6,55
False,/fyeyxFzZ3qYqDsaMVYF6sq3pp2n.jpg,"[28, 12, 53]",1167271,en,Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past.",1094.967,/qSc0AUvs8mRy00R9y8QYEHWIAQ9.jpg,2024-09-19,Weekend in Taipei,False,6.2,67
False,/mQZJoIhTEkNhCYAqcHrQqhENLdu.jpg,"[16, 28, 878, 10751]",1184918,en,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",973.601,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,2024-09-08,The Wild Robot,False,8.395,3409
False,/euYIwmwkmz95mnXvufEmbL6ovhZ.jpg,"[28, 12, 36]",558449,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",960.733,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-05,Gladiator II,False,6.7,1061
False,/h3fwlwHotd3JfV13HdW0mxDcxPD.jpg,"[35, 10749, 10770]",957119,en,Sidelined: The QB and Me,"Dallas, a burdened but headstrong dancer, is determined to get into the best dance school in the country—her late mother’s alma mater. However, that dream is suddenly derailed when the cheeky yet secretly grieving football star, Drayton, crashes into her life with a unique story of his own. Will the two of them be able to grow into their dreams together, or will their dreams be sidelined?",851.169,/hklQwv6QVoOp5bWyh1bjuF2ydyG.jpg,2024-11-29,Sidelined: The QB and Me,False,6.4,65
False,/6amNYUYvoKsZbg8vE00Yzt9Xn7H.jpg,"[28, 35, 878]",533535,en,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",814.6,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,2024-07-24,Deadpool & Wolverine,False,7.67,5890
False,/t98L9uphqBSNn2Mkvdm3xSFCQyi.jpg,"[27, 878]",933260,en,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",806.876,/lqoMzCcZYEFK729d6qzt349fB4o.jpg,2024-09-07,The Substance,False,7.245,2552
False,/sv3clpwOSSZO1c8i9uX4zig6Lzz.jpg,"[53, 80, 9648, 28]",1252470,hi,सिकंदर का मुकद्दर,"After an unsolved diamond heist, a hard-nosed cop’s pursuit of his key suspect turns into obsession, until they finally face each other — and the truth.",796.991,/eWUh4rgxtgypgnOa6uGMnUt01ux.jpg,2024-11-29,Sikandar Ka Muqaddar,False,6.0,9
False,/ag66gJCiZ06q1GSJuQlhGLi3Udx.jpg,"[27, 53]",1138194,en,Heretic,"Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.",771.261,/5HJqjCTcaE1TFwnNh3Dn21be2es.jpg,2024-10-31,Heretic,False,7.028,248
False,/uVlUu174iiKhsUGqnOSy46eIIMU.jpg,"[18, 10749, 14]",402431,en,Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",766.652,/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,2024-11-20,Wicked,False,7.593,533
False,/liuBLPXvisMRo5w2JEKHXceWq5u.jpg,"[28, 80, 18]",1171640,fr,GTMAX,"When a notorious gang of bikers recruits her brother for a heist, a former motocross champion must face her deepest fears to keep her family safe.",753.923,/7jnxTTlZSuQOVAFGH3TdnB2MRi1.jpg,2024-11-19,GTMAX,False,6.1,73
False,/ditakJQbOLWVsyYZnKtz054fJhz.jpg,"[27, 9648]",1100782,en,Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",746.193,/ht8Uv9QPv9y7K0RvUyJIaXOZTfd.jpg,2024-10-16,Smile 2,False,6.6,913
False,/2ndyL4HjM9JLMqBSgbyCM57aMWl.jpg,"[27, 53]",1034541,en,Terrifier 3,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",697.467,/ju10W5gl3PPK3b7TjEmVOZap51I.jpg,2024-10-09,Terrifier 3,False,6.845,1217
False,/2fxnTXr8NwyTFkunkimJkGkhqfy.jpg,"[18, 28, 27]",1118031,es,Apocalipsis Z: el principio del fin,"When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.",678.244,/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg,2024-10-04,Apocalypse Z: The Beginning of the End,False,6.9,699
False,/c6nouvFYnmNO50WQDLcKMI3p0jA.jpg,"[12, 10751, 18, 16]",762509,en,Mufasa: The Lion King,"Rafiki relays the legend of Mufasa to lion cub Kiara, daughter of Simba and Nala, with Timon and Pumbaa lending their signature schtick. Told in flashbacks, the story introduces Mufasa as an orphaned cub, lost and alone until he meets a sympathetic lion named Taka—the heir to a royal bloodline. The chance meeting sets in motion a journey of misfits searching for their destiny and working together to evade a threatening and deadly foe.",657.68,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg,2024-12-18,Mufasa: The Lion King,False,9.7,3
False,/5O0mkQGfOQM4OktFOCep9YmXK79.jpg,"[28, 878, 53, 35, 27]",995803,en,Arena Wars,"In 2045 convicted criminals are given the opportunity to compete on the world's #1 televised sporting event, Arena Wars. They must survive 7 rooms and 7 of the most vicious killers in the country. If they win, they regain their freedom.",625.702,/4dRtXjk1rcsZlaMJpBn6Nh9cTfO.jpg,2024-06-25,Arena Wars,False,5.4,31
False,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,"[16, 12, 35, 18, 10751]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",620.824,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,False,7.572,4975
False,/iJaSpQNZ8GsqVDWfbCXmyZQXZ5l.jpg,"[27, 878]",945961,en,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",612.948,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,2024-08-13,Alien: Romulus,False,7.2,2629
False,/r4Xn4eWOyxye8m3dR80I8TPhfE5.jpg,"[28, 80, 18]",1326059,es,Pimpinero: Sangre y gasolina,"When Juan, a young gasoline smuggler, is forced to work for a mysterious organization in the desert bordering Colombia and Venezuela, his girlfriend Diana embarks on a journey to uncover the secrets that inhabit this no-man’s-land.",599.108,/kukotsflOSVGXQezuXohj41dbfL.jpg,2024-10-10,Pimpinero: Blood and Oil,False,7.2,37
False,/zViRwl3ySscZnbXZJ2Q9wq3SeUG.jpg,"[16, 878, 12, 10751]",698687,en,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",572.704,/qbkAqmmEIZfrCO8ZQAuIuVMlWoV.jpg,2024-09-11,Transformers One,False,8.1,861
False,/lgkPzcOSnTvjeMnuFzozRO5HHw1.jpg,"[16, 10751, 35, 28]",519182,en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",561.836,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,Despicable Me 4,False,7.1,2294
False,/kwXycPsLA6SV3KUOagn343TtMOf.jpg,"[28, 878, 53]",791042,en,Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth.",518.361,/y1xm0jMIlx9Oo2a3jWNyLGm43sJ.jpg,2024-11-01,Levels,False,5.8,38
False,/18iGjkavP8KLfyU3Ifkp9s2bSvD.jpg,"[12, 35, 10751, 878]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",513.382,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,2024-12-19,Sonic the Hedgehog 3,False,0.0,0
False,/5czIa6TUyMrtldHGXVZNEjnjbjC.jpg,"[27, 9648, 18]",1155095,en,The Moor,Claire is approached by the father of her murdered childhood friend to help investigate the haunted moor he believes is his son's final resting place.,496.958,/xZ9kdSBEoJNkzZPvQOVzS1uLMk6.jpg,2024-06-14,The Moor,False,4.5,17
False,/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,"[10749, 18]",1010581,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",492.826,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,False,7.9,3102
False,/4gQzCQqqY6fsDU3gtz45tdGztJp.jpg,"[28, 53]",1154223,fr,Tigres et Hyènes,"Malik, a young Parisian hustler, discovers that his stepfather Serge, a famous bank robber, has been arrested along with his accomplices. During the trial, Iris, one of the accused's lawyers, Chérif, requests Malik to accept a dangerous heist in exchange for Serge and her client's liberty. Malik must convince and reunite Chérif's former partners to accomplish this high-risk stickup.",490.467,/vb6qzT0egUPHcmUwusPNl9j943p.jpg,2024-11-22,Hunting With Tigers,False,6.2,32
False,/hlfu6g0h0D65SjkVhQBU20zePTl.jpg,"[28, 12, 14, 16]",1357633,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",459.443,/uzHMp5heVLR68kbbUEXFPsmxYsM.jpg,2024-11-26,Solo Leveling -ReAwakening-,False,8.1,8
False,/2NPhBHfzhEmXl8csQ2dKmoxfj5e.jpg,"[80, 53, 28]",972614,en,Knox Goes Away,"A contract killer, after being diagnosed with a fast-moving form of dementia, is presented with the opportunity to redeem himself by saving the life of his estranged adult son. But to do so, he must race against the police closing in on him as well as the ticking clock of his own rapidly deteriorating mind.",414.977,/w39qKYjltCix18BwtoZ1e45usdb.jpg,2024-03-15,Knox Goes Away,False,6.9,276
False,/gdl9Kzayw0041vVd5yxfaAzfYdD.jpg,"[18, 36, 28]",1243381,en,Mary,A miraculous conception. A merciless king. A murderous pursuit. Mary's journey to give birth to Jesus unfolds in this biblical coming-of-age epic.,413.67,/intUJJZ4PzuRITtidCSOVhtB8aO.jpg,2024-12-05,Mary,False,6.2,66
False,/n4ycOGj2tRLfINTJQ3wl0vNYqpR.jpg,"[16, 14, 10751, 12, 35]",592983,en,Spellbound,"When a powerful spell turns her parents into giant monsters, a teenage princess must journey into the wild to reverse the curse before it's too late.",408.777,/xFSIygDiX70Esp9dheCgGX0Nj77.jpg,2024-11-22,Spellbound,False,6.9,140
False,/1FBHAQnq7Bs3djBmaNkfdVbnCUE.jpg,"[28, 53]",1124641,en,Classified,"Operating alone in the field for more than 20 years, a CIA hitman uses the ""Help Wanted"" section of the newspapers to get his orders from the Agency. His long-lost daughter, now a UK MI6 analyst, tracks him down to deliver shocking news: his CIA boss has been dead for years and the division long since shut down. Together, they set out to discover whose orders he's been executing.",408.596,/3k8jv1kSAAc0rCfFGtWDDQL4dfK.jpg,2024-09-19,Classified,False,5.9,96
False,/sy0vo1cmpKqwPRiMUiJ45jyLsX7.jpg,"[10751, 35, 14]",8871,en,How the Grinch Stole Christmas,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,397.931,/AmUs3hximCKa90sHuIRr5Bz8ci5.jpg,2000-11-17,How the Grinch Stole Christmas,False,6.766,7447
False,/9s9o9RT9Yj6nDuRJjnJm78WFoFl.jpg,"[28, 27, 53, 878]",1051896,en,Arcadian,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",397.907,/spWV1eRzlDxvai8LbxwAWR0Vst4.jpg,2024-04-12,Arcadian,False,6.117,486
False,,"[10749, 18]",1252309,es,Pídeme lo que quieras,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",389.13,/76qnVxU2rPdVvipBN3DPQH6fVYB.jpg,2024-11-29,Pídeme lo que quieras,False,8.4,4
False,/yYQDu8yX2zZaCa1hUWD24jq3JRu.jpg,"[35, 14]",1097870,en,Dear Santa,"Likeable 6th grader Liam writes to Santa asking him to prove that he's real. But Liam is dyslexic and accidentally sends his letter to Satan instead, who shows up at Liam's house, excited to have his first fanboy letter and wanting a little of Liam's soul.",374.634,/fRbDHbGBXg6kwQYr3CRYeKPJW5q.jpg,2024-11-24,Dear Santa,False,6.6,130
False,/csQSGH0QU8D3Ov5YLEYuHep8ihA.jpg,"[53, 12, 28, 878]",1196470,fr,Survivre,A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,371.046,/7fR3KxswtY8OHHZuOUB9td58CRX.jpg,2024-06-19,Survive,False,5.9,72
False,/llIXQAndg5kB6SWlp6ouUdO7Zxd.jpg,"[28, 12, 18]",1084736,fr,Le Comte de Monte-Cristo,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",359.933,/7O0WDGsa4lBzqv3uaB1tp8UvFK3.jpg,2024-06-28,The Count of Monte Cristo,False,8.189,968
False,/6VoxDupaW2VXfLtJyeOoGCgXSjD.jpg,"[28, 53]",1116490,en,Cash Out,"Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",348.366,/xBJnIvRdL0nDHgvivr6EgBQizes.jpg,2024-04-26,Cash Out,False,6.4,138
False,/5PuM2lWFRVLZbyzErGVd8qHi55p.jpg,"[27, 53, 28]",1165466,en,Wake Up,"A group of young activists set out to make an environmental statement by vandalizing a home superstore as it closes. But their plan goes terribly wrong when they become trapped inside and must face a deranged security guard with a gruesome passion for primitive hunting. As the night fills with violence and terror, the teenagers find themselves in a desperate fight for their lives.",335.432,/erEAU7ygq2XFjziI3FpAdMajJFZ.jpg,2024-05-08,Wake Up,False,7.4,72
False,,"[12, 35, 10751, 14]",1108427,en,Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches the island of an impetuous Chieftain, his willful daughter answers the Ocean's call to seek out the demigod to set things right.  Live-action adaptation of the 2016 Disney animated film 'Moana'",334.85,/ys0jZr0quHERDUEoCboGQEKPvgQ.jpg,2026-07-09,Moana,False,0.0,0
False,,"[10749, 18]",482600,ko,일본 엄마,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing...",331.358,/hq1EaYIqUNrPM3QFYAbnH2UHoX8.jpg,2017-02-09,Japanese Mom,False,6.2,28
False,/5lWIYxYEqWi8j3ZloxXntw3ImBo.jpg,"[16, 10751, 35, 14]",360920,en,The Grinch,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,325.847,/smxA8yvZ0LzDPer9BIRd4pyOpx1.jpg,2018-11-08,The Grinch,False,6.864,3964
False,/4t8IXJF4umwCfbdpeKLvlN3zkKp.jpg,"[10749, 18]",1100099,en,We Live in Time,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",322.14,/oeDNBgnlGF6rnyX1P1K8Vl2f3lW.jpg,2024-10-10,We Live in Time,False,7.6,200
False,/25PLE3shXYs1GTdjUNnmu8ppnl8.jpg,"[878, 27, 53]",1296753,en,Remnant,"Grace is a young woman whose life has been turned upside down by tragedy. When she returns home to the family farm to rebuild her shattered life, her world begins to unravel as a series of strange events haunt her, pushing Grace to the edge of madness. A mysterious figure lurks in the shadows and a ghostly woman appears in the darkness of night. Is Grace imagining these apparitions, or are they a warning of a nightmare still to come?",321.323,/nsdnZqEVBhlNoBFy7iGBbtS9sbp.jpg,2024-06-30,Remnant,False,5.0,4
False,/uLqNGzJwnj8JKkKuRM2dHWJKCtc.jpg,"[28, 27, 53]",1029235,en,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",319.07,/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,2024-09-27,Azrael,False,6.0,144
False,/co7oxvpWxgd6FZU24DnljDDHYQA.jpg,"[878, 53, 27]",1064028,en,Subservience,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",305.571,/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg,2024-08-15,Subservience,False,6.715,385
False,/kjby7cr8JnIPkfqMGKutOFrM2at.jpg,"[35, 10751, 12]",772,en,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",303.864,/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,1992-11-15,Home Alone 2: Lost in New York,False,6.749,9581
False,/hkJhGayONXn96CqIRM9GhWKnlCf.jpg,"[28, 12, 16, 14]",1014505,ja,劇場版「オーバーロード」聖王国編,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",299.947,/jEvytxNa5mfW7VAUmDWsZtIdATc.jpg,2024-09-20,OVERLORD: The Sacred Kingdom,False,7.8,23
False,,"[18, 10749]",1149913,id,TOGEFILM - Mei Mei,,299.022,/mCJ6shuScPnCh2CS68sPMxGH4UP.jpg,2023-04-06,TOGEFILM - Mei Mei,False,10.0,1
False,/tncbMvfV0V07UZozXdBEq4Wu9HH.jpg,"[28, 35, 80, 53, 12]",573435,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",293.307,/oGythE98MYleE6mZlGs5oBGkux1.jpg,2024-06-05,Bad Boys: Ride or Die,False,7.487,2430
False,/vIgyYkXkg6NC2whRbYjBD7eb3Er.jpg,"[878, 28, 12]",580489,en,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",287.245,/1MJNcPZy46hIy2CmSqOeru0yr5C.jpg,2021-09-30,Venom: Let There Be Carnage,False,6.799,10279
False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,"[878, 28]",335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",286.963,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,Venom,False,6.8,16082
False,/puAhkasClZJXMFZywFwjdtMjlJz.jpg,"[16, 18, 14]",588555,pt,Os Demónios do Meu Avô,"Rosa's life, a highly valued professional, is turned upside down when her grandfather Marcelino dies.",279.508,/fPoUd6lm011MUCH54aNeMsDJl7z.jpg,2022-09-21,My Grandfather's Demons,False,6.1,7
False,/m1MifWpNjOU1g8UfIyNSI2dMFZf.jpg,"[16, 10751, 35]",1371727,en,Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",274.846,/i77OInTKcrnRlAozFOaB6D5mk15.jpg,2024-10-16,Sing: Thriller,False,7.4,120
False,/b3mdmjYTEL70j7nuXATUAD9qgu4.jpg,"[16, 14, 12]",823219,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",273.685,/enRimDhtFfb7hNTQlOjrgK8O8UO.jpg,2024-08-29,Flow,False,8.5,392
False,/dzY2ZYyPRbXcw8UOupHK3V5VQYk.jpg,[10749],259872,nl,Des jours plus belles que la nuit,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",270.584,/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg,2010-02-19,Skin. Like. Sun.,False,6.5,22
False,/uGmYqxh8flqkudioyFtD7IJSHxK.jpg,"[18, 80, 53]",889737,en,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",266.594,/aciP8Km0waTLXEYf5ybFK5CSUxl.jpg,2024-10-01,Joker: Folie à Deux,False,5.551,1797
